time,income_quants_0.1,income_quants_0.2,income_quants_0.3,income_quants_0.4,income_quants_0.5,income_quants_0.6,income_quants_0.7,income_quants_0.8,income_quants_0.9,income_quants_0.999999,income_levels_0.1,income_levels_0.2,income_levels_0.3,income_levels_0.4,income_levels_0.5,income_levels_0.6,income_levels_0.7,income_levels_0.8,income_levels_0.9,income_levels_0.999999,income_shares_0.1,income_shares_0.2,income_shares_0.3,income_shares_0.4,income_shares_0.5,income_shares_0.6,income_shares_0.7,income_shares_0.8,income_shares_0.9,income_shares_0.999999
2002-Q4,0.5516347361460014,0.06901982102135201,1.2502344952017996,0.41544785510518784,0.9479043206656426,1.7635819033807039,0.26938720079805745,3.2873367639056172,0.32578533497852663,181.09109761453448,275.81736807300075,34.50991051067601,625.1172476008999,207.72392755259392,473.9521603328213,881.7909516903519,134.69360039902872,1643.6683819528087,162.89266748926332,90545.54880726725,0.0029037773522744463,0.0003633168471950485,0.00658117115242431,0.0021868964980953447,0.004989720403944034,0.009283405946652636,0.0014180406008061316,0.01730437446890914,0.0017149175268096407,0.9532543792028892
2003-Q1,0.49770340928605006,0.2518242374485269,1.0897646081775703,0.46125580730569926,1.1903733558759655,1.3444550412598824,0.7486170717432628,2.945888491712458,1.391207014835344,203.00420368701597,248.85170464302502,125.91211872426345,544.8823040887851,230.62790365284962,595.1866779379827,672.2275206299412,374.30853587163136,1472.944245856229,695.603507417672,101502.10184350799,0.002337455559728375,0.0011826882294071442,0.005118060866478522,0.002166280019641261,0.005590568131402164,0.006314210134718153,0.0035158672892436457,0.01383531497839415,0.0065337799799780015,0.9534057748110085
2004-Q4,0.5409626278164903,0.1724602557839026,1.198557216633938,0.4633250530429205,1.0769784465210133,1.5874442232905717,0.4853226170893254,3.1094250756002433,0.7110173605021557,189.20258647613596,270.48131390824517,86.2301278919513,599.278608316969,231.66252652146025,538.4892232605066,793.7221116452858,242.6613085446627,1554.7125378001217,355.50868025107786,94601.29323806798,0.0027245926003459284,0.0008686070212635557,0.006036609472844796,0.002333566028712538,0.0054242702827127865,0.007995263557664079,0.002444358155829315,0.01566081669357835,0.003581084051889127,0.9529308321351595
2005-Q4,0.5690039288357727,0.08574658001026943,1.280832206011891,0.4383317898281056,0.9746175740920562,1.7994504966030638,0.260123552718881,3.304388174243359,0.32224258118572047,182.47026698237804,284.5019644178863,42.87329000513471,640.4161030059455,219.1658949140528,487.3087870460281,899.7252483015319,130.0617763594405,1652.1940871216796,161.12129059286022,91235.13349118902,0.00297122225189579,0.0004477511202282195,0.0066882440675479,0.0022888790422156695,0.005089253828450816,0.009396362811820045,0.0013583120412927745,0.017254839860775178,0.0016826849151751484,0.9528224500605985
2006-Q1,0.5208093981482833,0.1304130443631997,1.1836405060057062,0.4195948824473469,1.0288995053848429,1.6019066638989585,0.45139934613339877,3.1541627156922556,0.6820419229535101,187.94590471596584,260.40469907414166,65.20652218159985,591.8202530028532,209.79744122367345,514.4497526924214,800.9533319494792,225.69967306669938,1577.0813578461277,341.020961476755,93972.95235798293,0.0026421095820147564,0.0006615962679567887,0.00600470716100264,0.0021286398890268273,0.005219693138743136,0.00812660631937308,0.0022899865900551236,0.016001330936027895,0.0034600556487234713,0.9534652744670763
2006-Q3,0.5599730657471829,0.0758850784929602,1.2599632104513432,0.42422326858197773,0.9458148388286427,1.7740599343437888,0.2345176333471549,3.2464182255446987,0.22146946445138435,178.38013361519157,279.98653287359144,37.942539246480095,629.9816052256716,212.11163429098886,472.90741941432134,887.0299671718944,117.25881667357744,1623.2091127723493,110.73473222569217,89190.06680759578,0.00299254868031253,0.0004055369898845232,0.006733361787048548,0.002267089008752475,0.005054523370655354,0.009480742985793414,0.001253284268675697,0.017349164041726425,0.0011835536280467025,0.9532801952391042
2007-Q1,0.5585031021785745,0.08741934454351757,1.2514759120563363,0.4278401000542614,0.9446756001467533,1.751449025478124,0.2528193928569649,3.197591275206406,0.25281089362936293,177.06460244664785,279.2515510892872,43.709672271758784,625.7379560281681,213.92005002713069,472.3378000733767,875.724512739062,126.40969642848246,1598.795637603203,126.40544681468147,88532.30122332393,0.0030061119859446546,0.00047052977577136,0.006735999719032346,0.002302825620527439,0.005084664048155321,0.009427077285199105,0.0013607863665967086,0.017210857775104373,0.0013607406199753096,0.9530404068036934
2009-Q1,0.5161130345250406,0.20889166330399384,1.1456693466437156,0.45320548706943514,1.148212577438584,1.4672205408101249,0.6281357548202713,3.0586190797322805,1.0955571666472723,199.8958330974246,258.05651726252034,104.44583165199691,572.8346733218577,226.60274353471758,574.106288719292,733.6102704050625,314.0678774101356,1529.3095398661403,547.7785833236362,99947.9165487123,0.002462166272164621,0.0009965375286380366,0.0054655244794484525,0.002162059839564395,0.005477657203612682,0.006999515004952955,0.0029965813037107114,0.014591432949269244,0.005226459563125557,0.9536220658555133
2010-Q3,-0.18051014290459674,1.3195324639690367,-0.6376141639622815,1.0267937553181554,1.4392080305362311,-1.2289220949808812,3.84257761189912,-1.9135142402184204,21.834217892108487,182.97616989669226,-90.25507145229837,659.7662319845183,-318.80708198114075,513.3968776590777,719.6040152681155,-614.4610474904406,1921.2888059495601,-956.7571201092102,10917.108946054244,91488.08494834612,-0.0008658476947878604,0.006329362570662734,-0.003058425112003895,0.004925191414505026,0.00690340684190018,-0.0058947344780256525,0.01843157904464531,-0.009178497491481806,0.10473155095428473,0.8776764139503013
2011-Q2,0.5280833498311122,0.20834558701843828,1.1550725534789044,0.44430536243942753,1.1223782033782836,1.4854529693480212,0.5610834985077923,3.0043050697988742,0.8951779817868293,197.21116029529338,264.0416749155561,104.17279350921913,577.5362767394522,222.15268121971377,561.1891016891418,742.7264846740106,280.5417492538961,1502.1525348994371,447.58899089341463,98605.58014764669,0.0025558764720190305,0.0010083741213952721,0.005590448484800428,0.002150398460042334,0.005432210736503962,0.007189460330195273,0.002715594258241283,0.01454056948608995,0.004332581859757854,0.9544844857909547
