rental_eq
3.8255
3.9448749999999997
4.0642499999999995
4.183624999999999
4.303
4.4293125
4.555625
4.6819375
4.80825
4.919874999999999
5.031499999999999
5.1431249999999995
5.25475
5.361437499999999
5.468125
5.5748125
5.6815
5.795375
5.90925
6.023124999999999
6.137
6.252249999999999
6.3675
6.48275
6.598
6.7214375
6.844875
6.9683125
7.09175
7.230875
7.37
7.509125
7.64825
7.7906875
7.933125
8.0755625
8.218
8.3489375
8.479875
8.6108125
8.74175
8.896374999999999
9.051
9.205625000000001
9.36025
9.4949375
9.629625
9.764312499999999
9.899
10.040875
10.182749999999999
10.324625
10.4665
10.63575
10.805
10.974249999999998
11.1435
11.316125
11.48875
11.661375
11.834
12.026687499999998
12.219375
12.412062500000001
12.60475
12.8314375
13.058125
13.284812500000001
13.5115
13.8181875
14.124875
14.4315625
14.73825
15.0411875
15.344125
15.647062499999999
15.95
16.3378125
16.725625
17.1134375
17.50125
17.9170625
18.332875
18.7486875
19.1645
19.6209375
20.077375
20.5338125
20.99025
21.541625
22.093
22.644375
23.19575
23.765375
24.335
24.904625000000003
25.47425
26.097187500000004
26.720125000000003
27.3430625
27.966
28.7688125
29.571625
30.3744375
31.17725
32.2430625
33.308875
34.3746875
35.4405
36.625437500000004
37.810375
38.9953125
40.18025
41.53875
42.89725
44.25575
45.61425
47.0376875
48.461124999999996
49.8845625
51.308
52.3894375
53.470875
54.5523125
55.63375
56.724562500000005
57.815375
58.906187499999994
59.997
61.3419375
62.686875
64.0318125
65.37675
66.8175
68.25825
69.69900000000001
71.13975
72.670625
74.20150000000001
75.732375
77.26325
78.757375
80.2515
81.74562499999999
83.23975
85.03049999999999
86.82124999999999
88.61200000000001
90.40275
92.1080625
93.81337500000001
95.5186875
97.224
99.016875
100.80975000000001
102.602625
104.3955
105.88656250000001
107.377625
108.8686875
110.35975
112.0205625
113.681375
115.34218750000001
117.003
118.6584375
120.313875
121.9693125
123.62475
125.862
128.09924999999998
130.3365
132.57375
134.817625
137.0615
139.305375
141.54925
143.6554375
145.76162499999998
147.86781249999999
149.974
152.2543125
154.534625
156.81493749999998
159.09525
161.90925
164.72325
167.53725
170.35125
173.15949999999998
175.96775
178.776
181.58425
184.79649999999998
188.00875
191.22099999999998
194.43325
198.21349999999998
201.99374999999998
205.774
209.55425
211.9708125
214.387375
216.8039375
219.2205
221.84643749999998
224.472375
227.09831250000002
229.72425
233.119625
236.515
239.910375
243.30575
247.84575
252.38575
256.92575
261.46575
265.255625
269.0455
272.835375
276.62525
280.65387499999997
284.6825
288.71112500000004
292.73975
297.36181250000004
301.983875
306.6059375
311.228
312.279625
313.33125
314.382875
315.4345
316.9041875
318.373875
319.8435625
321.31325
322.4068125
323.50037499999996
324.5939375
325.6875
326.8125
327.9375
329.0625
330.1875
332.40225
334.61699999999996
336.83175
339.0465
341.1036875
343.16087500000003
345.2180625
347.27525
349.79925
352.32325000000003
354.84725000000003
357.37125
360.8415
364.31174999999996
367.782
371.25225
375.1085625
378.964875
382.8211875
386.6775
390.5009375
394.32437500000003
398.1478125
401.97125
406.62924999999996
411.28725
415.94525
420.60325
425.07725
429.55125
434.02525
438.49925
442.734125
446.96900000000005
451.20387500000004
455.43875
459.673625
463.9085
468.14337500000005
