time,liquid_quants_0.1,liquid_quants_0.2,liquid_quants_0.3,liquid_quants_0.4,liquid_quants_0.5,liquid_quants_0.6,liquid_quants_0.7,liquid_quants_0.8,liquid_quants_0.9,liquid_quants_0.999999,liquid_levels_0.1,liquid_levels_0.2,liquid_levels_0.3,liquid_levels_0.4,liquid_levels_0.5,liquid_levels_0.6,liquid_levels_0.7,liquid_levels_0.8,liquid_levels_0.9,liquid_levels_0.999999,liquid_shares_0.1,liquid_shares_0.2,liquid_shares_0.3,liquid_shares_0.4,liquid_shares_0.5,liquid_shares_0.6,liquid_shares_0.7,liquid_shares_0.8,liquid_shares_0.9,liquid_shares_0.999999
2005-Q2,-5.3813581258592365,-3.942273809850706,1.3045852893098333,10.19483345932641,32.54998532581912,87.9354958558469,207.71454376210565,479.4005067615635,1104.606607273598,2543.9481641400616,-2690.6790629296183,-1971.136904925353,652.2926446549167,5097.416729663205,16274.99266290956,43967.74792792345,103857.27188105283,239700.25338078177,552303.303636799,1.2719740820700307e6,-0.0012070342056945372,-0.0008842487761291199,0.00029261740839659227,0.0022866927676926043,0.007300934961812395,0.019723859462664913,0.04659020148395427,0.10752913973665514,0.24776235434108715,0.5706054828195606
2005-Q3,-5.674880112718325,-3.65056671614884,0.193535284877569,10.232932332260571,33.82290539439695,88.33770224585876,210.90534543616494,476.17482382939863,1109.0026352887367,2585.21005418403,-2837.4400563591626,-1825.28335807442,96.76764243878449,5116.466166130285,16911.452697198474,44168.85112292938,105452.67271808247,238087.4119146993,554501.3176443683,1.292605027092015e6,-0.001259809405988015,-0.0008104168184776176,4.296435650383112e-5,0.0022716857707934138,0.007508601680977755,0.019610752294711133,0.04682046715985315,0.10570963792001752,0.24619585320772638,0.5739102638338824
2005-Q4,-5.451998278156572,-3.8180883862196673,0.6451050513517057,9.748756273176086,33.082075868699235,87.15461509734493,211.95150183956386,496.4356057047202,1109.6461668011411,2527.6479148884446,-2725.999139078286,-1909.0441931098337,322.55252567585285,4874.378136588043,16541.037934349617,43577.30754867246,105975.75091978193,248217.8028523601,554823.0834005706,1.2638239574442222e6,-0.001220494165803198,-0.0008547241510644192,0.00014441438007407932,0.0021823741586491823,0.007405813158851227,0.019510589296278934,0.04744784540098573,0.11113296988502597,0.24840739185717353,0.5658438201798289
2006-Q1,-5.4995410140413625,-3.9795536092046038,0.6659334760673095,9.912962816728424,32.78516731876359,82.18729072041175,192.59287908252537,457.6540327351971,1077.6110753654661,2523.9301369889336,-2749.770507020681,-1989.7768046023018,332.96673803365474,4956.481408364212,16392.583659381795,41093.645360205875,96296.43954126269,228827.01636759855,538805.537682733,1.2619650684944668e6,-0.0012590926748338544,-0.0009110990872992985,0.00015246217084338834,0.0022695237359946817,0.007506001666114141,0.018816373120284648,0.04409318571474267,0.10477762394240522,0.2467137180808897,0.5778413033308587
2006-Q2,-5.574916998759048,-3.7050615151052835,0.22517003625215365,10.341733524395249,31.74676353349875,80.65151496402122,193.27262425435848,452.7160804616346,1097.8596752500166,2554.1377916960846,-2787.458499379524,-1852.5307575526417,112.58501812607682,5170.866762197625,15873.381766749375,40325.75748201061,96636.31212717923,226358.0402308173,548929.8376250083,1.2770688958480423e6,-0.001263674586028799,-0.0008398317100243995,5.1039621291288765e-5,0.0023441758564601645,0.007196085300440923,0.018281396800605525,0.04380938828321416,0.10261781577972917,0.24885345753992244,0.5789501471143894
2006-Q3,-5.629123588629302,-3.5257502402959884,0.15363622823923292,10.239930183512612,31.63539584856616,83.79108204946917,208.22301920852436,478.7621405170563,1109.9324142228788,2544.3540169469843,-2814.561794314651,-1762.8751201479943,76.81811411961647,5119.965091756306,15817.697924283078,41895.541024734586,104111.50960426219,239381.07025852817,554966.2071114394,1.2721770084734922e6,-0.001262719479872436,-0.0007908928342912334,3.4463527964403105e-5,0.0022970110909225237,0.007096420954791496,0.018795933306061573,0.04670838335181752,0.10739545357957193,0.24897895004688392,0.5707469964561502
2006-Q4,-5.614101145058379,-3.332043438729524,0.2804331967129686,11.361325594676272,35.214967942762634,84.52969408542776,207.28562054193856,484.37160980004035,1103.7307435954797,2598.251549179432,-2807.0505725291896,-1666.021719364762,140.21659835648433,5680.6627973381355,17607.483971381316,42264.84704271388,103642.81027096928,242185.8049000202,551865.3717977399,1.299125774589716e6,-0.0012431359485417161,-0.0007378176619481185,6.209659907984019e-5,0.0025157495215883388,0.007797685051493158,0.01871749345473123,0.04589945921054143,0.10725488284539798,0.24440018614234504,0.5753334007853128
2007-Q1,-5.531560330135347,-3.6883097976175216,0.20555117807109932,9.467223328616903,31.894900194946885,82.25022270721827,202.7164059880792,482.90825438737653,1118.9495758694627,2560.249421791445,-2765.780165067674,-1844.154898808761,102.77558903554966,4733.6116643084515,15947.450097473442,41125.111353609136,101358.2029940396,241454.12719368827,559474.7879347313,1.2801247108957225e6,-0.0012348826966361655,-0.0008233897267825825,4.5887882970440093e-5,0.0021134923197001815,0.007120316513064886,0.018361795000639478,0.04525503965222519,0.10780593753212409,0.24979777624802046,0.5715580272746739
2007-Q2,-5.403049137143659,-3.8778566732654363,1.8188146217281513,11.864143059390347,37.06928557415546,89.4670234014267,209.29949277225003,500.61747514096777,1145.4344329431453,2609.58392963081,-2701.5245685718296,-1938.9283366327181,909.4073108640757,5932.071529695174,18534.64278707773,44733.51170071335,104649.74638612501,250308.73757048388,572717.2164715726,1.304791964815405e6,-0.0011756304676806724,-0.000843769201181049,0.00039574947961644994,0.0025814771806637795,0.008065775533400274,0.019466815106371733,0.04554074085345959,0.1089275965275096,0.24923105156330017,0.5678101934245402
2007-Q3,-5.47033291283051,-3.853246858131168,0.5519389730759439,10.682617187875401,32.4122470326949,79.49186896419508,193.52462748719816,466.14888916718775,1073.5918168750272,2502.631774137368,-2735.1664564152547,-1926.6234290655839,275.96948653797193,5341.308593937701,16206.12351634745,39745.93448209754,96762.31374359908,233074.44458359387,536795.9084375136,1.2513158870686842e6,-0.0012576310020610154,-0.0008858624848981115,0.00012689091776442929,0.002455936553168647,0.007451584275459659,0.018275201969273833,0.04449136370098479,0.10716775449222525,0.24681904629501297,0.5753557152830696
2007-Q4,-5.623808830352098,-3.6420188205488904,-0.10124259940179985,9.400662411483422,30.480273817351733,77.08943161694222,190.02109384140078,461.6368077338346,1124.141828937487,2539.2189441533096,-2811.904415176049,-1821.0094102744451,-50.621299700899925,4700.331205741711,15240.136908675866,38544.71580847111,95010.54692070039,230818.4038669173,562070.9144687435,1.269609472076655e6,-0.0012716006173768373,-0.0008234976544211724,-2.289198580317039e-5,0.0021255857883499805,0.006891901231559624,0.017430707869775845,0.0429657101676799,0.1043807973254781,0.2541799493576561,0.5741433385171015
2008-Q1,-5.339748557040657,-3.662318425571731,1.3784026029803615,10.720484260386222,33.189785446693165,84.45510999705907,199.88115811182124,472.942627486463,1103.6766349324143,2540.330074788067,-2669.8742785203285,-1831.1592127858655,689.2013014901808,5360.242130193111,16594.892723346584,42227.55499852954,99940.57905591062,236471.3137432315,551838.3174662072,1.2701650373940335e6,-0.0012033040373368043,-0.0008252977645722277,0.0003106208840217493,0.0024158444643838655,0.007479266560911234,0.01903182776259914,0.045042908289451004,0.10657688597204935,0.24871181415038315,0.5724594337181096
